Colour Name,First Usage,Colour Family,hex,URL,Part of Speech,0000D category
grison,1438,grey,grey,,adjective,The external world > matter > colour > named colors
kennet-colour,1530,grey,grey,,adjective,The external world > matter > colour > named colors
grisy,1590,grey,grey,,adjective,The external world > matter > colour > named colors
grizzly,1594,grey,grey,,adjective,The external world > matter > colour > named colors
grisard,1607,grey,grey,,adjective,The external world > matter > colour > named colors
grysande,1400,greyish,grey,,adjective,The external world > matter > colour > named colors
greyish,1562,greyish,grey,,adjective,The external world > matter > colour > named colors
grizzlish,1680,greyish,grey,,adjective,The external world > matter > colour > named colors
slaty,1822,greyish,grey,,adjective,The external world > matter > colour > named colors
peppery,1962,greyish,grey,,adjective,The external world > matter > colour > named colors
sabelline,1888,dark grey,darkgrey,,adjective,The external world > matter > colour > named colors
shadow-grey,1918,dark grey,darkgrey,,adjective,The external world > matter > colour > named colors
walnyed,1440,light grey,lightgrey,,adjective,The external world > matter > colour > named colors
canvas,1486,light grey,lightgrey,,adjective,The external world > matter > colour > named colors
hoar,0,hoary,gainsboro,,adjective,The external world > matter > colour > named colors
for-hoar,1366,hoary,gainsboro,,adjective,The external world > matter > colour > named colors
hoarsih,1398,hoary,gainsboro,,adjective,The external world > matter > colour > named colors
hoary,1573,hoary,gainsboro,,adjective,The external world > matter > colour > named colors
incanescent,1866,hoary,gainsboro,,adjective,The external world > matter > colour > named colors
crane,1517,ashy grey,dimgrey,https://goo.gl/uFdH1t,adjective,The external world > matter > colour > named colors
crane-coloured,1549,ashy grey,dimgrey,https://goo.gl/uFdH1t,adjective,The external world > matter > colour > named colors
crane-feather,1557,ashy grey,dimgrey,https://goo.gl/uFdH1t,adjective,The external world > matter > colour > named colors
ash-colour,1586,ashy grey,dimgrey,https://goo.gl/uFdH1t,adjective,The external world > matter > colour > named colors
subcineritious,1657,ashy grey,dimgrey,https://goo.gl/uFdH1t,adjective,The external world > matter > colour > named colors
cinereous,1661,ashy grey,dimgrey,https://goo.gl/uFdH1t,adjective,The external world > matter > colour > named colors
cinereal,1878,ashy grey,dimgrey,https://goo.gl/uFdH1t,adjective,The external world > matter > colour > named colors
smoky,1555,smoky grey,whitesmoke,https://goo.gl/vEd8n0,adjective,The external world > matter > colour > named colors
smoked,1827,smoky grey,whitesmoke,https://goo.gl/vEd8n0,adjective,The external world > matter > colour > named colors
smoke,1872,smoky grey,whitesmoke,https://goo.gl/vEd8n0,adjective,The external world > matter > colour > named colors
iron-grey,0,iron or steel grey,lightslategrey,http://www.hannibalservices.com/productos/minerales.jpg,adjective,The external world > matter > colour > named colors
iron,1398,iron or steel grey,lightslategrey,http://www.hannibalservices.com/productos/minerales.jpg,adjective,The external world > matter > colour > named colors
steel-grey,1560,iron or steel grey,lightslategrey,http://www.hannibalservices.com/productos/minerales.jpg,adjective,The external world > matter > colour > named colors
steely,1596,iron or steel grey,lightslategrey,http://www.hannibalservices.com/productos/minerales.jpg,adjective,The external world > matter > colour > named colors
steel,1851,iron or steel grey,lightslategrey,http://www.hannibalservices.com/productos/minerales.jpg,adjective,The external world > matter > colour > named colors
leaden,1386,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
leasih,1398,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
leady,1398,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
wan,1398,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
plumby,1486,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
plumbine,1597,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
leaden-coloured,1598,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
lead-coloured,1611,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
plumbean,1656,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
plumbeous,1658,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
lead-grey,1837,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
leaden-hued,1877,lead grey,slategrey,http://www.gravitatechnomech.com/images/Lead.jpg,adjective,The external world > matter > colour > named colors
Quaker-coloured,1757,drab or dingy grey,dimgrey,,adjective,The external world > matter > colour > named colors
prison-grey,1882,drab or dingy grey,dimgrey,,adjective,The external world > matter > colour > named colors
flinty,1642,flint grey,dimgrey,http://vgawesomerocks.weebly.com/uploads/1/6/5/8/16581868/6837395.jpg,adjective,The external world > matter > colour > named colors
pearl-coloured,1604,pearl grey,seashell,https://goo.gl/x3K7rK,adjective,The external world > matter > colour > named colors
pearl shell,1614,pearl grey,seashell,https://goo.gl/x3K7rK,adjective,The external world > matter > colour > named colors
pearl,1688,pearl grey,seashell,https://goo.gl/x3K7rK,adjective,The external world > matter > colour > named colors
pearled,1699,pearl grey,seashell,https://goo.gl/x3K7rK,adjective,The external world > matter > colour > named colors
pearly,1790,pearl grey,seashell,https://goo.gl/x3K7rK,adjective,The external world > matter > colour > named colors
pearl-hued,1843,pearl grey,seashell,https://goo.gl/x3K7rK,adjective,The external world > matter > colour > named colors
pearlish,1885,pearl grey,seashell,https://goo.gl/x3K7rK,adjective,The external world > matter > colour > named colors
pewter,1887,silvery grey,silver,,adjective,The external world > matter > colour > named colors
mouse-coloured,1605,yellowish grey,darkkhaki,,adjective,The external world > matter > colour > named colors
mouse-colour,1607,yellowish grey,darkkhaki,,adjective,The external world > matter > colour > named colors
mouse-dun,1686,yellowish grey,darkkhaki,,adjective,The external world > matter > colour > named colors
putty-coloured,1820,yellowish grey,darkkhaki,,adjective,The external world > matter > colour > named colors
beige,1879,yellowish grey,darkkhaki,,adjective,The external world > matter > colour > named colors
beige-coloured,1879,yellowish grey,darkkhaki,,adjective,The external world > matter > colour > named colors
greige,1927,yellowish grey,darkkhaki,,adjective,The external world > matter > colour > named colors
bice,1330,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
butter-nut,1772,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
stone-coloured,1772,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
stone,1848,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
ficelle-coloured,1882,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
oatmeal,1885,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
moleskin-coloured,1903,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
browny-grey,1905,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
mole-grey,1906,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
mole,1908,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
stony,1910,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
taupe,1911,brownish grey,dimgrey,,adjective,The external world > matter > colour > named colors
glawke,1412,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
waterish,1425,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
blunket,1488,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
bluish-grey,1578,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
blue-grey,1590,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
water,1592,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
slate-grey,1794,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
slate-coloured,1801,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
griseous,1819,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
neutral,1821,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
slaty,1822,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
schistous,1858,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
slatish,1860,bluish grey,cadetblue,,adjective,The external world > matter > colour > named colors
comumbine,1420,pinkish or purplish grey,lavender,,adjective,The external world > matter > colour > named colors
columbe,1561,pinkish or purplish grey,lavender,,adjective,The external world > matter > colour > named colors
dove-colour,1598,pinkish or purplish grey,lavender,,adjective,The external world > matter > colour > named colors
dove-coloured,1727,pinkish or purplish grey,lavender,,adjective,The external world > matter > colour > named colors
lavender-grey,1834,pinkish or purplish grey,lavender,,adjective,The external world > matter > colour > named colors
lilac-grey,1880,pinkish or purplish grey,lavender,,adjective,The external world > matter > colour > named colors
dove,1895,pinkish or purplish grey,lavender,,adjective,The external world > matter > colour > named colors
pinko-grey,1953,pinkish or purplish grey,lavender,,adjective,The external world > matter > colour > named colors
pearl grey,1705,pearl grey,seashell,,adjective,The external world > matter > colour > named colors
elephant,1875,other greys,grey,,adjective,The external world > matter > colour > named colors
desert-grey,1901,other greys,grey,,adjective,The external world > matter > colour > named colors
greying,1796,becoming grey,grey,,adjective,The external world > matter > colour > named colors
purpurine,1300,purple ,purple,,adjective,The external world > matter > colour > named colors
purpure,1400,purple ,purple,,adjective,The external world > matter > colour > named colors
purple,1415,purple ,purple,,adjective,The external world > matter > colour > named colors
purpurate,1422,purple ,purple,,adjective,The external world > matter > colour > named colors
purple-coloured,1567,purple ,purple,,adjective,The external world > matter > colour > named colors
porphyrite,1601,purple ,purple,,adjective,The external world > matter > colour > named colors
purpurean,1656,purple ,purple,,adjective,The external world > matter > colour > named colors
blattean,1658,purple ,purple,,adjective,The external world > matter > colour > named colors
purpureal,1708,purple ,purple,,adjective,The external world > matter > colour > named colors
porphyrous,1798,purple ,purple,,adjective,The external world > matter > colour > named colors
Babylonian,1846,purple ,purple,,adjective,The external world > matter > colour > named colors
purplish,1562,purplish,purple,,adjective,The external world > matter > colour > named colors
purply,1725,purplish,purple,,adjective,The external world > matter > colour > named colors
jacinthinous,1495,deep purple,darkmagenta,,adjective,The external world > matter > colour > named colors
damson,1661,deep purple,darkmagenta,,adjective,The external world > matter > colour > named colors
gridelin,1652,light purple,plum,,adjective,The external world > matter > colour > named colors
lilac-coloured,1766,light purple,plum,,adjective,The external world > matter > colour > named colors
lilac,1804,light purple,plum,,adjective,The external world > matter > colour > named colors
lilac-tinted,1847,light purple,plum,,adjective,The external world > matter > colour > named colors
lilaceous,1855,light purple,plum,,adjective,The external world > matter > colour > named colors
lilacky,1863,light purple,plum,,adjective,The external world > matter > colour > named colors
lilac-purple,1882,light purple,plum,,adjective,The external world > matter > colour > named colors
prune-coloured,1792,reddish purple,magenta,,adjective,The external world > matter > colour > named colors
prune-dark,1941,reddish purple,magenta,,adjective,The external world > matter > colour > named colors
puce,1787,brownish purple,maroon,,adjective,The external world > matter > colour > named colors
puce-coloured,1790,brownish purple,maroon,,adjective,The external world > matter > colour > named colors
violet,1370,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
blue-violet,1382,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
blue-purple,1425,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
violet-coloured,1552,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
bluish-purple,1578,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
ianthine,1609,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
amethystine,1671,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
pansy purple,1814,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
violety,1831,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
violescent,1847,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
violetish,1871,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
pansy-coloured,1891,bluish purple,blueviolet,,adjective,The external world > matter > colour > named colors
mulberry-coloured,1787,other purples,purple,,adjective,The external world > matter > colour > named colors
plum-coloured,1799,other purples,purple,,adjective,The external world > matter > colour > named colors
mulberry,1803,other purples,purple,,adjective,The external world > matter > colour > named colors
mauve,1833,other purples,purple,,adjective,The external world > matter > colour > named colors
mauve-colour,1859,other purples,purple,,adjective,The external world > matter > colour > named colors
mauve-coloured,1859,other purples,purple,,adjective,The external world > matter > colour > named colors
amarantine,1874,other purples,purple,,adjective,The external world > matter > colour > named colors
mauvish,1876,other purples,purple,,adjective,The external world > matter > colour > named colors
pontifical,1880,other purples,purple,,adjective,The external world > matter > colour > named colors
plummy,1885,other purples,purple,,adjective,The external world > matter > colour > named colors
plum,1887,other purples,purple,,adjective,The external world > matter > colour > named colors
petunia,1892,other purples,purple,,adjective,The external world > matter > colour > named colors
palatinate,1893,other purples,purple,,adjective,The external world > matter > colour > named colors
empurpling,1775,turning purple,purple,,adjective,The external world > matter > colour > named colors
purpured,1382,turning purple,purple,,adjective,The external world > matter > colour > named colors
purpled,1450,turning purple,purple,,adjective,The external world > matter > colour > named colors
empurpled,1708,turning purple,purple,,adjective,The external world > matter > colour > named colors
Meliboean,1667,turning purple,purple,,adjective,The external world > matter > colour > named colors
orange,1532,orange,orange,,adjective,The external world > matter > colour > named colors
oranged,1538,orange,orange,,adjective,The external world > matter > colour > named colors
orange-coloured,1551,orange,orange,,adjective,The external world > matter > colour > named colors
orange-tawny,1637,orange,orange,,adjective,The external world > matter > colour > named colors
orangey,1779,orange,orange,,adjective,The external world > matter > colour > named colors
orangish,1888,orange,orange,,adjective,The external world > matter > colour > named colors
flame-coloured,1598,bright orange,tomato,,adjective,The external world > matter > colour > named colors
tangerine-coloured,1977,deep orange,darkorange,,adjective,The external world > matter > colour > named colors
gingerish,1910,ginger,moccasin,https://goo.gl/cp64yQ,adjective,The external world > matter > colour > named colors
red-orange,1678,reddish orange,orangered,,adjective,The external world > matter > colour > named colors
hyacinth,1694,reddish orange,orangered,,adjective,The external world > matter > colour > named colors
hennaed,1924,stained with henna,chocolate,https://goo.gl/oEysu4,adjective,The external world > matter > colour > named colors
